1732671932.678130 server started (2053): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1732671932.678163 on Darwin 24.1.0 Darwin Kernel Version 24.1.0: Thu Oct 10 21:03:11 PDT 2024; root:xnu-11215.41.3~2/RELEASE_ARM64_T6020
1732671932.678170 using libevent 2.1.12-stable select
1732671932.678180 using utf8proc 2.9.0
1732671932.678186 using ncurses 6.5 20240427
1732671932.698937 cmd_parse_build_commands 0:4 0:31 1:2: #{q:mouse_hyperlink}
1732671932.698939 cmd_parse_build_commands 0:4 0:32: 
1732671932.698942 cmd_parse_build_commands 0:4 0:33: Horizontal Split
1732671932.698944 cmd_parse_build_commands 0:4 0:34: h
1732671932.698947 cmd_parse_build_commands 0:4 0:35 0:0: split-window
1732671932.698949 cmd_parse_build_commands 0:4 0:35 0:1: -h
1732671932.698951 cmd_parse_build_commands 0:4 0:36: Vertical Split
1732671932.698954 cmd_parse_build_commands 0:4 0:37: v
1732671932.698956 cmd_parse_build_commands 0:4 0:38 0:0: split-window
1732671932.698959 cmd_parse_build_commands 0:4 0:38 0:1: -v
1732671932.698961 cmd_parse_build_commands 0:4 0:39: 
1732671932.698964 cmd_parse_build_commands 0:4 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1732671932.698966 cmd_parse_build_commands 0:4 0:41: u
1732671932.698969 cmd_parse_build_commands 0:4 0:42 0:0: swap-pane
1732671932.698974 cmd_parse_build_commands 0:4 0:42 0:1: -U
1732671932.698977 cmd_parse_build_commands 0:4 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1732671932.698979 cmd_parse_build_commands 0:4 0:44: d
1732671932.698982 cmd_parse_build_commands 0:4 0:45 0:0: swap-pane
1732671932.698984 cmd_parse_build_commands 0:4 0:45 0:1: -D
1732671932.698987 cmd_parse_build_commands 0:4 0:46: #{?pane_marked_set,,-}Swap Marked
1732671932.698989 cmd_parse_build_commands 0:4 0:47: s
1732671932.698992 cmd_parse_build_commands 0:4 0:48 0:0: swap-pane
1732671932.698995 cmd_parse_build_commands 0:4 0:49: 
1732671932.698997 cmd_parse_build_commands 0:4 0:50: Kill
1732671932.698999 cmd_parse_build_commands 0:4 0:51: X
1732671932.699002 cmd_parse_build_commands 0:4 0:52 0:0: kill-pane
1732671932.699004 cmd_parse_build_commands 0:4 0:53: Respawn
1732671932.699007 cmd_parse_build_commands 0:4 0:54: R
1732671932.699009 cmd_parse_build_commands 0:4 0:55 0:0: respawn-pane
1732671932.699012 cmd_parse_build_commands 0:4 0:55 0:1: -k
1732671932.699014 cmd_parse_build_commands 0:4 0:56: #{?pane_marked,Unmark,Mark}
1732671932.699025 cmd_parse_build_commands 0:4 0:57: m
1732671932.699028 cmd_parse_build_commands 0:4 0:58 0:0: select-pane
1732671932.699030 cmd_parse_build_commands 0:4 0:58 0:1: -m
1732671932.699033 cmd_parse_build_commands 0:4 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1732671932.699036 cmd_parse_build_commands 0:4 0:60: z
1732671932.699038 cmd_parse_build_commands 0:4 0:61 0:0: resize-pane
1732671932.699041 cmd_parse_build_commands 0:4 0:61 0:1: -Z
1732671932.699044 cmd_parse_build_commands 0:0: select-pane
1732671932.699047 cmd_parse_build_commands 0:1: -t=
1732671932.699049 cmd_parse_build_commands 1:0: send
1732671932.699052 cmd_parse_build_commands 1:1: -M
1732671932.699055 args_parse_flags: next -t=
1732671932.699058 args_parse_flag_argument: -t = =
1732671932.699060 args_parse: flags end at 2 of 2
1732671932.699064 args_parse_flags: next -M
1732671932.699066 args_parse_flags: -M
1732671932.699069 args_parse: flags end at 2 of 2
1732671932.699075 cmd_parse_build_commands: select-pane -t = ; send-keys -M
1732671932.699077 cmd_parse_build_commands 0:0: display-menu
1732671932.699080 cmd_parse_build_commands 0:1: -t=
1732671932.699082 cmd_parse_build_commands 0:2: -xM
1732671932.699085 cmd_parse_build_commands 0:3: -yM
1732671932.699087 cmd_parse_build_commands 0:4: -T
1732671932.699090 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1732671932.699093 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1732671932.699095 cmd_parse_build_commands 0:7: <
1732671932.699098 cmd_parse_build_commands 0:8 0:0: send
1732671932.699100 cmd_parse_build_commands 0:8 0:1: -X
1732671932.699103 cmd_parse_build_commands 0:8 0:2: history-top
1732671932.699105 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1732671932.699108 cmd_parse_build_commands 0:10: >
1732671932.699110 cmd_parse_build_commands 0:11 0:0: send
1732671932.699113 cmd_parse_build_commands 0:11 0:1: -X
1732671932.699115 cmd_parse_build_commands 0:11 0:2: history-bottom
1732671932.699118 cmd_parse_build_commands 0:12: 
1732671932.699121 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1732671932.699123 cmd_parse_build_commands 0:14: C-r
1732671932.699126 cmd_parse_build_commands 0:15 0:0: if
1732671932.699128 cmd_parse_build_commands 0:15 0:1: -F
1732671932.699131 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1732671932.699133 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1732671932.699136 cmd_parse_build_commands 0:15 1:0: send
1732671932.699138 cmd_parse_build_commands 0:15 1:1: -Xt=
1732671932.699140 cmd_parse_build_commands 0:15 1:2: search-backward
1732671932.699143 cmd_parse_build_commands 0:15 1:3: #{q:mouse_word}
1732671932.699146 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1732671932.699148 cmd_parse_build_commands 0:17: C-y
1732671932.699154 cmd_parse_build_commands 0:18 0:0: copy-mode
1732671932.699156 cmd_parse_build_commands 0:18 0:1: -q
1732671932.699159 cmd_parse_build_commands 0:18 1:0: send-keys
1732671932.699161 cmd_parse_build_commands 0:18 1:1: -l
1732671932.699164 cmd_parse_build_commands 0:18 1:2: --
1732671932.699166 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1732671932.699169 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1732671932.699171 cmd_parse_build_commands 0:20: c
1732671932.699174 cmd_parse_build_commands 0:21 0:0: copy-mode
1732671932.699176 cmd_parse_build_commands 0:21 0:1: -q
1732671932.699179 cmd_parse_build_commands 0:21 1:0: set-buffer
1732671932.699181 cmd_parse_build_commands 0:21 1:1: --
1732671932.699184 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1732671932.699186 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1732671932.699189 cmd_parse_build_commands 0:23: l
1732671932.699191 cmd_parse_build_commands 0:24 0:0: copy-mode
1732671932.699194 cmd_parse_build_commands 0:24 0:1: -q
1732671932.699196 cmd_parse_build_commands 0:24 1:0: set-buffer
1732671932.699198 cmd_parse_build_commands 0:24 1:1: --
1732671932.699201 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1732671932.699203 cmd_parse_build_commands 0:25: 
1732671932.699206 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1732671932.699208 cmd_parse_build_commands 0:27: C-h
1732671932.699211 cmd_parse_build_commands 0:28 0:0: copy-mode
1732671932.699214 cmd_parse_build_commands 0:28 0:1: -q
1732671932.699216 cmd_parse_build_commands 0:28 1:0: send-keys
1732671932.699218 cmd_parse_build_commands 0:28 1:1: -l
1732671932.699221 cmd_parse_build_commands 0:28 1:2: --
1732671932.699223 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1732671932.699226 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1732671932.699229 cmd_parse_build_commands 0:30: h
1732671932.699231 cmd_parse_build_commands 0:31 0:0: copy-mode
1732671932.699233 cmd_parse_build_commands 0:31 0:1: -q
1732671932.699236 cmd_parse_build_commands 0:31 1:0: set-buffer
1732671932.699238 cmd_parse_build_commands 0:31 1:1: --
1732671932.699241 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1732671932.699243 cmd_parse_build_commands 0:32: 
1732671932.699246 cmd_parse_build_commands 0:33: Horizontal Split
1732671932.699249 cmd_parse_build_commands 0:34: h
1732671932.699251 cmd_parse_build_commands 0:35 0:0: split-window
1732671932.699254 cmd_parse_build_commands 0:35 0:1: -h
1732671932.699257 cmd_parse_build_commands 0:36: Vertical Split
1732671932.699260 cmd_parse_build_commands 0:37: v
1732671932.699263 cmd_parse_build_commands 0:38 0:0: split-window
1732671932.699266 cmd_parse_build_commands 0:38 0:1: -v
1732671932.699268 cmd_parse_build_commands 0:39: 
1732671932.699271 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1732671932.699273 cmd_parse_build_commands 0:41: u
1732671932.699276 cmd_parse_build_commands 0:42 0:0: swap-pane
1732671932.699278 cmd_parse_build_commands 0:42 0:1: -U
1732671932.699281 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1732671932.699283 cmd_parse_build_commands 0:44: d
1732671932.699286 cmd_parse_build_commands 0:45 0:0: swap-pane
1732671932.699288 cmd_parse_build_commands 0:45 0:1: -D
1732671932.699291 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1732671932.699293 cmd_parse_build_commands 0:47: s
1732671932.699296 cmd_parse_build_commands 0:48 0:0: swap-pane
1732671932.699298 cmd_parse_build_commands 0:49: 
1732671932.699300 cmd_parse_build_commands 0:50: Kill
1732671932.699303 cmd_parse_build_commands 0:51: X
1732671932.699305 cmd_parse_build_commands 0:52 0:0: kill-pane
1732671932.699308 cmd_parse_build_commands 0:53: Respawn
1732671932.699310 cmd_parse_build_commands 0:54: R
1732671932.699313 cmd_parse_build_commands 0:55 0:0: respawn-pane
1732671932.699315 cmd_parse_build_commands 0:55 0:1: -k
1732671932.699321 cmd_parse_build_commands 0:56: #{?pane_marked,Unmark,Mark}
1732671932.699323 cmd_parse_build_commands 0:57: m
1732671932.699326 cmd_parse_build_commands 0:58 0:0: select-pane
1732671932.699328 cmd_parse_build_commands 0:58 0:1: -m
1732671932.699331 cmd_parse_build_commands 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1732671932.699333 cmd_parse_build_commands 0:60: z
1732671932.699336 cmd_parse_build_commands 0:61 0:0: resize-pane
1732671932.699338 cmd_parse_build_commands 0:61 0:1: -Z
1732671932.699343 cmd_parse_build_commands 0:0: send
1732671932.699345 cmd_parse_build_commands 0:1: -X
1732671932.699347 cmd_parse_build_commands 0:2: history-top
1732671932.699351 args_parse_flags: next -X
1732671932.699354 args_parse_flags: -X
1732671932.699356 args_parse_flags: next history-top
1732671932.699359 args_parse: flags end at 2 of 3
1732671932.699361 args_parse: 2 = history-top (type STRING)
1732671932.699366 cmd_parse_build_commands: send-keys -X history-top
1732671932.699369 cmd_parse_build_commands 0:0: send
1732671932.699372 cmd_parse_build_commands 0:1: -X
1732671932.699374 cmd_parse_build_commands 0:2: history-bottom
1732671932.699378 args_parse_flags: next -X
1732671932.699380 args_parse_flags: -X
1732671932.699382 args_parse_flags: next history-bottom
1732671932.699385 args_parse: flags end at 2 of 3
1732671932.699387 args_parse: 2 = history-bottom (type STRING)
1732671932.699392 cmd_parse_build_commands: send-keys -X history-bottom
1732671932.699396 cmd_parse_build_commands 0:0: if
1732671932.699398 cmd_parse_build_commands 0:1: -F
1732671932.699401 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1732671932.699403 cmd_parse_build_commands 0:3: copy-mode -t=
1732671932.699406 cmd_parse_build_commands 1:0: send
1732671932.699408 cmd_parse_build_commands 1:1: -Xt=
1732671932.699411 cmd_parse_build_commands 1:2: search-backward
1732671932.699413 cmd_parse_build_commands 1:3: #{q:mouse_word}
1732671932.699417 args_parse_flags: next -F
1732671932.699419 args_parse_flags: -F
1732671932.699422 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1732671932.699424 args_parse: flags end at 2 of 4
1732671932.699427 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1732671932.699430 args_parse: 3 = copy-mode -t= (type STRING)
1732671932.699434 args_parse_flags: next -Xt=
1732671932.699437 args_parse_flags: -X
1732671932.699439 args_parse_flag_argument: -t = =
1732671932.699442 args_parse_flags: next search-backward
1732671932.699444 args_parse: flags end at 2 of 4
1732671932.699447 args_parse: 2 = search-backward (type STRING)
1732671932.699449 args_parse: 3 = #{q:mouse_word} (type STRING)
1732671932.699460 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}"
1732671932.699464 cmd_parse_build_commands 0:0: copy-mode
1732671932.699466 cmd_parse_build_commands 0:1: -q
1732671932.699469 cmd_parse_build_commands 1:0: send-keys
1732671932.699471 cmd_parse_build_commands 1:1: -l
1732671932.699474 cmd_parse_build_commands 1:2: --
1732671932.699476 cmd_parse_build_commands 1:3: #{q:mouse_word}
1732671932.699479 args_parse_flags: next -q
1732671932.699482 args_parse_flags: -q
1732671932.699484 args_parse: flags end at 2 of 2
1732671932.699488 args_parse_flags: next -l
1732671932.699491 args_parse_flags: -l
1732671932.699493 args_parse_flags: next --
1732671932.699495 args_parse: flags end at 3 of 4
1732671932.699497 args_parse: 3 = #{q:mouse_word} (type STRING)
1732671932.699503 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1732671932.699506 cmd_parse_build_commands 0:0: copy-mode
1732671932.699508 cmd_parse_build_commands 0:1: -q
1732671932.699511 cmd_parse_build_commands 1:0: set-buffer
1732671932.699513 cmd_parse_build_commands 1:1: --
1732671932.699515 cmd_parse_build_commands 1:2: #{q:mouse_word}
1732671932.699518 args_parse_flags: next -q
1732671932.699520 args_parse_flags: -q
1732671932.699523 args_parse: flags end at 2 of 2
1732671932.699534 args_parse_flags: next --
1732671932.699537 args_parse: flags end at 2 of 3
1732671932.699539 args_parse: 2 = #{q:mouse_word} (type STRING)
1732671932.699544 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1732671932.699547 cmd_parse_build_commands 0:0: copy-mode
1732671932.699549 cmd_parse_build_commands 0:1: -q
1732671932.699552 cmd_parse_build_commands 1:0: set-buffer
1732671932.699554 cmd_parse_build_commands 1:1: --
1732671932.699556 cmd_parse_build_commands 1:2: #{q:mouse_line}
1732671932.699559 args_parse_flags: next -q
1732671932.699561 args_parse_flags: -q
1732671932.699564 args_parse: flags end at 2 of 2
1732671932.699567 args_parse_flags: next --
1732671932.699569 args_parse: flags end at 2 of 3
1732671932.699572 args_parse: 2 = #{q:mouse_line} (type STRING)
1732671932.699577 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1732671932.699580 cmd_parse_build_commands 0:0: copy-mode
1732671932.699582 cmd_parse_build_commands 0:1: -q
1732671932.699585 cmd_parse_build_commands 1:0: send-keys
1732671932.699587 cmd_parse_build_commands 1:1: -l
1732671932.699589 cmd_parse_build_commands 1:2: --
1732671932.699591 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1732671932.699594 args_parse_flags: next -q
1732671932.699597 args_parse_flags: -q
1732671932.699599 args_parse: flags end at 2 of 2
1732671932.699603 args_parse_flags: next -l
1732671932.699605 args_parse_flags: -l
1732671932.699607 args_parse_flags: next --
1732671932.699609 args_parse: flags end at 3 of 4
1732671932.699612 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1732671932.699617 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1732671932.699620 cmd_parse_build_commands 0:0: copy-mode
1732671932.699623 cmd_parse_build_commands 0:1: -q
1732671932.699625 cmd_parse_build_commands 1:0: set-buffer
1732671932.699627 cmd_parse_build_commands 1:1: --
1732671932.699630 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1732671932.699632 args_parse_flags: next -q
1732671932.699635 args_parse_flags: -q
1732671932.699637 args_parse: flags end at 2 of 2
1732671932.699641 args_parse_flags: next --
1732671932.699643 args_parse: flags end at 2 of 3
1732671932.699645 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1732671932.699650 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1732671932.699653 cmd_parse_build_commands 0:0: split-window
1732671932.699656 cmd_parse_build_commands 0:1: -h
1732671932.699659 args_parse_flags: next -h
1732671932.699661 args_parse_flags: -h
1732671932.699663 args_parse: flags end at 2 of 2
1732671932.699667 cmd_parse_build_commands: split-window -h
1732671932.699670 cmd_parse_build_commands 0:0: split-window
1732671932.699672 cmd_parse_build_commands 0:1: -v
1732671932.699675 args_parse_flags: next -v
1732671932.699678 args_parse_flags: -v
1732671932.699680 args_parse: flags end at 2 of 2
1732671932.699683 cmd_parse_build_commands: split-window -v
1732671932.699686 cmd_parse_build_commands 0:0: swap-pane
1732671932.699689 cmd_parse_build_commands 0:1: -U
1732671932.699692 args_parse_flags: next -U
1732671932.699694 args_parse_flags: -U
1732671932.699697 args_parse: flags end at 2 of 2
1732671932.699700 cmd_parse_build_commands: swap-pane -U
1732671932.699703 cmd_parse_build_commands 0:0: swap-pane
1732671932.699705 cmd_parse_build_commands 0:1: -D
1732671932.699709 args_parse_flags: next -D
1732671932.699711 args_parse_flags: -D
1732671932.699713 args_parse: flags end at 2 of 2
1732671932.699716 cmd_parse_build_commands: swap-pane -D
1732671932.699719 cmd_parse_build_commands 0:0: swap-pane
1732671932.699722 args_parse: flags end at 1 of 1
1732671932.699725 cmd_parse_build_commands: swap-pane
1732671932.699728 cmd_parse_build_commands 0:0: kill-pane
1732671932.699731 args_parse: flags end at 1 of 1
1732671932.699734 cmd_parse_build_commands: kill-pane
1732671932.699737 cmd_parse_build_commands 0:0: respawn-pane
1732671932.699739 cmd_parse_build_commands 0:1: -k
1732671932.699743 args_parse_flags: next -k
1732671932.699748 args_parse_flags: -k
1732671932.699750 args_parse: flags end at 2 of 2
1732671932.699753 cmd_parse_build_commands: respawn-pane -k
1732671932.699756 cmd_parse_build_commands 0:0: select-pane
1732671932.699759 cmd_parse_build_commands 0:1: -m
1732671932.699762 args_parse_flags: next -m
1732671932.699764 args_parse_flags: -m
1732671932.699766 args_parse: flags end at 2 of 2
1732671932.699770 cmd_parse_build_commands: select-pane -m
1732671932.699772 cmd_parse_build_commands 0:0: resize-pane
1732671932.699775 cmd_parse_build_commands 0:1: -Z
1732671932.699778 args_parse_flags: next -Z
1732671932.699780 args_parse_flags: -Z
1732671932.699782 args_parse: flags end at 2 of 2
1732671932.699786 cmd_parse_build_commands: resize-pane -Z
1732671932.699788 args_parse_flags: next -t=
1732671932.699791 args_parse_flag_argument: -t = =
1732671932.699793 args_parse_flags: next -xM
1732671932.699796 args_parse_flag_argument: -x = M
1732671932.699798 args_parse_flags: next -yM
1732671932.699800 args_parse_flag_argument: -y = M
1732671932.699803 args_parse_flags: next -T
1732671932.699805 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1732671932.699808 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1732671932.699810 args_parse: flags end at 6 of 62
1732671932.699813 args_parse: 6 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1732671932.699815 args_parse: 7 = < (type STRING)
1732671932.699820 args_parse: 8 = send-keys -X history-top (type COMMANDS)
1732671932.699823 args_parse: 9 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1732671932.699826 args_parse: 10 = > (type STRING)
1732671932.699830 args_parse: 11 = send-keys -X history-bottom (type COMMANDS)
1732671932.699833 args_parse: 12 =  (type STRING)
1732671932.699836 args_parse: 13 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1732671932.699839 args_parse: 14 = C-r (type STRING)
1732671932.699848 args_parse: 15 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" (type COMMANDS)
